"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"WA645RFG","preprint","2018","Ancona, Marco; Ceolini, Enea; Öztireli, Cengiz; Gross, Markus","Towards better understanding of gradient-based attribution methods for Deep Neural Networks","","","","10.48550/arXiv.1711.06104","http://arxiv.org/abs/1711.06104","Understanding the flow of information in Deep Neural Networks (DNNs) is a challenging problem that has gain increasing attention over the last few years. While several methods have been proposed to explain network predictions, there have been only a few attempts to compare them from a theoretical perspective. What is more, no exhaustive empirical comparison has been performed in the past. In this work, we analyze four gradient-based attribution methods and formally prove conditions of equivalence and approximation between them. By reformulating two of these methods, we construct a unified framework which enables a direct comparison, as well as an easier implementation. Finally, we propose a novel evaluation metric, called Sensitivity-n and test the gradient-based attribution methods alongside with a simple perturbation-based attribution method on several datasets in the domains of image and text classification, using various network architectures.","2018-03-07","2022-12-06 11:05:01","2022-12-06 11:05:01","2022-12-06 11:05:01","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1711.06104 [cs, stat]","","/Users/eragon/Zotero/storage/N82WWPLB/Ancona et al. - 2018 - Towards better understanding of gradient-based att.pdf","","","Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:1711.06104","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FD54X7H2","preprint","2013","Zeiler, Matthew D.; Fergus, Rob","Visualizing and Understanding Convolutional Networks","","","","10.48550/arXiv.1311.2901","http://arxiv.org/abs/1311.2901","Large Convolutional Network models have recently demonstrated impressive classification performance on the ImageNet benchmark. However there is no clear understanding of why they perform so well, or how they might be improved. In this paper we address both issues. We introduce a novel visualization technique that gives insight into the function of intermediate feature layers and the operation of the classifier. We also perform an ablation study to discover the performance contribution from different model layers. This enables us to find model architectures that outperform Krizhevsky \etal on the ImageNet classification benchmark. We show our ImageNet model generalizes well to other datasets: when the softmax classifier is retrained, it convincingly beats the current state-of-the-art results on Caltech-101 and Caltech-256 datasets.","2013-11-28","2022-12-07 21:21:56","2022-12-07 21:21:56","2022-12-07 21:21:56","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1311.2901 [cs]","","/Users/eragon/Zotero/storage/IWCBV29B/Zeiler and Fergus - 2013 - Visualizing and Understanding Convolutional Networ.pdf","","","Computer Science - Computer Vision and Pattern Recognition","","","","","","","","","","","","","","","","","","","arXiv:1311.2901","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2248BV6C","journalArticle","2021","Zhang, Yu; Tiňo, Peter; Leonardis, Aleš; Tang, Ke","A Survey on Neural Network Interpretability","IEEE Transactions on Emerging Topics in Computational Intelligence","","2471-285X","10.1109/TETCI.2021.3100641","http://arxiv.org/abs/2012.14261","Along with the great success of deep neural networks, there is also growing concern about their black-box nature. The interpretability issue affects people's trust on deep learning systems. It is also related to many ethical problems, e.g., algorithmic discrimination. Moreover, interpretability is a desired property for deep networks to become powerful tools in other research fields, e.g., drug discovery and genomics. In this survey, we conduct a comprehensive review of the neural network interpretability research. We first clarify the definition of interpretability as it has been used in many different contexts. Then we elaborate on the importance of interpretability and propose a novel taxonomy organized along three dimensions: type of engagement (passive vs. active interpretation approaches), the type of explanation, and the focus (from local to global interpretability). This taxonomy provides a meaningful 3D view of distribution of papers from the relevant literature as two of the dimensions are not simply categorical but allow ordinal subcategories. Finally, we summarize the existing interpretability evaluation methods and suggest possible research directions inspired by our new taxonomy.","2021-10","2022-12-07 21:22:25","2022-12-07 21:22:29","2022-12-07 21:22:25","726-742","","5","5","","IEEE Trans. Emerg. Top. Comput. Intell.","","","","","","","","","","","","","arXiv.org","","arXiv:2012.14261 [cs]","","/Users/eragon/Zotero/storage/AF42PZ4M/Zhang et al. - 2021 - A Survey on Neural Network Interpretability.pdf","","","Computer Science - Artificial Intelligence; Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"JJL8XD4X","conferencePaper","2020","Cubuk, Ekin D.; Zoph, Barret; Shlens, Jonathon; Le, Quoc V.","Randaugment: Practical automated data augmentation with a reduced search space","2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)","978-1-72819-360-1","","10.1109/CVPRW50498.2020.00359","https://ieeexplore.ieee.org/document/9150790/","Recent work on automated augmentation strategies has led to state-of-the-art results in image classiﬁcation and object detection. An obstacle to a large-scale adoption of these methods is that they require a separate and expensive search phase. A common way to overcome the expense of the search phase was to use a smaller proxy task. However, it was not clear if the optimized hyperparameters found on the proxy task are also optimal for the actual task. In this work, we rethink the process of designing automated augmentation strategies. We ﬁnd that while previous work required a search for both magnitude and probability of each operation independently, it is sufﬁcient to only search for a single distortion magnitude that jointly controls all operations. We hence propose a simpliﬁed search space that vastly reduces the computational expense of automated augmentation, and permits the removal of a separate proxy task.","2020-06","2023-01-16 17:03:17","2023-01-16 17:03:17","2023-01-16 17:03:17","3008-3017","","","","","","Randaugment","","","","","IEEE","Seattle, WA, USA","en","","","","","DOI.org (Crossref)","","","","/Users/eragon/Zotero/storage/F9U8Q2AG/Cubuk et al. - 2020 - Randaugment Practical automated data augmentation.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)","","","","","","","","","","","","","","",""
"CQ5N3UV2","preprint","2022","Steiner, Andreas; Kolesnikov, Alexander; Zhai, Xiaohua; Wightman, Ross; Uszkoreit, Jakob; Beyer, Lucas","How to train your ViT? Data, Augmentation, and Regularization in Vision Transformers","","","","","http://arxiv.org/abs/2106.10270","Vision Transformers (ViT) have been shown to attain highly competitive performance for a wide range of vision applications, such as image classiﬁcation, object detection and semantic image segmentation. In comparison to convolutional neural networks, the Vision Transformer’s weaker inductive bias is generally found to cause an increased reliance on model regularization or data augmentation (“AugReg” for short) when training on smaller training datasets. We conduct a systematic empirical study in order to better understand the interplay between the amount of training data, AugReg, model size and compute budget.1 As one result of this study we ﬁnd that the combination of increased compute and AugReg can yield models with the same performance as models trained on an order of magnitude more training data: we train ViT models of various sizes on the public ImageNet-21k dataset which either match or outperform their counterparts trained on the larger, but not publicly available JFT-300M dataset.","2022-06-23","2023-01-16 17:03:50","2023-01-16 17:03:50","2023-01-16 17:03:50","","","","","","","How to train your ViT?","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2106.10270 [cs]","","/Users/eragon/Zotero/storage/U3YS3MH8/Steiner et al. - 2022 - How to train your ViT Data, Augmentation, and Reg.pdf","","","Computer Science - Computer Vision and Pattern Recognition; Computer Science - Artificial Intelligence; Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:2106.10270","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BDFW2A7F","conferencePaper","2020","Jaipuria, Nikita; Zhang, Xianling; Bhasin, Rohan; Arafa, Mayar; Chakravarty, Punarjay; Shrivastava, Shubham; Manglani, Sagar; Murali, Vidya N.","Deflating Dataset Bias Using Synthetic Data Augmentation","2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)","978-1-72819-360-1","","10.1109/CVPRW50498.2020.00394","https://ieeexplore.ieee.org/document/9150612/","Deep Learning has seen an unprecedented increase in vision applications since the publication of large-scale object recognition datasets and introduction of scalable compute hardware. State-of-the-art methods for most vision tasks for Autonomous Vehicles (AVs) rely on supervised learning and often fail to generalize to domain shifts and/or outliers. Dataset diversity is thus key to successful real-world deployment. No matter how big the size of the dataset, capturing long tails of the distribution pertaining to task-speciﬁc environmental factors is impractical. The goal of this paper is to investigate the use of targeted synthetic data augmentation - combining the beneﬁts of gaming engine simulations and sim2real style transfer techniques - for ﬁlling gaps in real datasets for vision tasks. Empirical studies on three different computer vision tasks of practical use to AVs parking slot detection, lane detection and monocular depth estimation - consistently show that having synthetic data in the training mix provides a signiﬁcant boost in cross-dataset generalization performance as compared to training on real data only, for the same size of the training set.","2020-06","2023-01-16 17:51:29","2023-01-16 17:51:30","2023-01-16 17:51:29","3344-3353","","","","","","","","","","","IEEE","Seattle, WA, USA","en","","","","","DOI.org (Crossref)","","","","/Users/eragon/Zotero/storage/EXIZZSHN/Jaipuria et al. - 2020 - Deflating Dataset Bias Using Synthetic Data Augmen.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020 IEEE/CVF Conference on Computer Vision and Pattern Recognition Workshops (CVPRW)","","","","","","","","","","","","","","",""
"VN8DE33X","journalArticle","","Rebufﬁ, Sylvestre-Alvise; Gowal, Sven; Calian, Dan; Stimberg, Florian; Wiles, Olivia; Mann, Timothy","Data Augmentation Can Improve Robustness","","","","","","Adversarial training suffers from robust overﬁtting, a phenomenon where the robust test accuracy starts to decrease during training. In this paper, we focus on reducing robust overﬁtting by using common data augmentation schemes. We demonstrate that, contrary to previous ﬁndings, when combined with model weight averaging, data augmentation can signiﬁcantly boost robust accuracy. Furthermore, we compare various data augmentations techniques and observe that spatial composition techniques work best for adversarial training. Finally, we evaluate our approach on CIFAR-10 against ∞ and 2 norm-bounded perturbations of size = 8/255 and = 128/255, respectively. We show large absolute improvements of +2.93% and +2.16% in robust accuracy compared to previous state-of-the-art methods. In particular, against ∞ norm-bounded perturbations of size = 8/255, our model reaches 60.07% robust accuracy without using any external data. We also achieve a signiﬁcant performance boost with this approach while using other architectures and datasets such as CIFAR-100, SVHN and TINYIMAGENET.","","2023-01-16 17:54:31","2023-01-16 17:54:33","","","","","","","","","","","","","","","en","","","","","Zotero","","","","/Users/eragon/Zotero/storage/DZUY663P/Rebufﬁ et al. - Data Augmentation Can Improve Robustness.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"H9VIVKK6","preprint","2021","Rebuffi, Sylvestre-Alvise; Gowal, Sven; Calian, Dan A.; Stimberg, Florian; Wiles, Olivia; Mann, Timothy","Fixing Data Augmentation to Improve Adversarial Robustness","","","","","http://arxiv.org/abs/2103.01946","Adversarial training suffers from robust overﬁtting, a phenomenon where the robust test accuracy starts to decrease during training. In this paper, we focus on both heuristics-driven and data-driven augmentations as a means to reduce robust overﬁtting. First, we demonstrate that, contrary to previous ﬁndings, when combined with model weight averaging, data augmentation can signiﬁcantly boost robust accuracy. Second, we explore how state-of-the-art generative models can be leveraged to artiﬁcially increase the size of the training set and further improve adversarial robustness. Finally, we evaluate our approach on CIFAR-10 against ∞ and 2 norm-bounded perturbations of size = 8/255 and = 128/255, respectively. We show large absolute improvements of +7.06% and +5.88% in robust accuracy compared to previous state-of-the-art methods. In particular, against ∞ norm-bounded perturbations of size = 8/255, our model reaches 64.20% robust accuracy without using any external data, beating most prior works that use external data. Since its original publication (2 Mar 2021), this paper has been accepted to NeurIPS 2021 as two separate and updated papers (Rebufﬁ et al., 2021; Gowal et al., 2021). The new papers improve results and clarity.","2021-10-18","2023-01-16 17:54:52","2023-01-16 17:54:56","2023-01-16 17:54:52","","","","","","","","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:2103.01946 [cs]","","/Users/eragon/Zotero/storage/H2LK6PX4/Rebuffi et al. - 2021 - Fixing Data Augmentation to Improve Adversarial Ro.pdf","","","Computer Science - Computer Vision and Pattern Recognition; Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:2103.01946","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CSD4FQDJ","preprint","2020","Hendrycks, Dan; Mu, Norman; Cubuk, Ekin D.; Zoph, Barret; Gilmer, Justin; Lakshminarayanan, Balaji","AugMix: A Simple Data Processing Method to Improve Robustness and Uncertainty","","","","","http://arxiv.org/abs/1912.02781","Modern deep neural networks can achieve high accuracy when the training distribution and test distribution are identically distributed, but this assumption is frequently violated in practice. When the train and test distributions are mismatched, accuracy can plummet. Currently there are few techniques that improve robustness to unforeseen data shifts encountered during deployment. In this work, we propose a technique to improve the robustness and uncertainty estimates of image classiﬁers. We propose AUGMIX, a data processing technique that is simple to implement, adds limited computational overhead, and helps models withstand unforeseen corruptions. AUGMIX signiﬁcantly improves robustness and uncertainty measures on challenging image classiﬁcation benchmarks, closing the gap between previous methods and the best possible performance in some cases by more than half.","2020-02-17","2023-01-16 17:56:19","2023-01-16 17:56:19","2023-01-16 17:56:19","","","","","","","AugMix","","","","","arXiv","","en","","","","","arXiv.org","","arXiv:1912.02781 [cs, stat]","","/Users/eragon/Zotero/storage/W3F6Q299/Hendrycks et al. - 2020 - AugMix A Simple Data Processing Method to Improve.pdf","","","Computer Science - Computer Vision and Pattern Recognition; Computer Science - Machine Learning; Statistics - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:1912.02781","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"IU6QMBNL","journalArticle","2020","the Precise4Q consortium; Amann, Julia; Blasimme, Alessandro; Vayena, Effy; Frey, Dietmar; Madai, Vince I.","Explainability for artificial intelligence in healthcare: a multidisciplinary perspective","BMC Medical Informatics and Decision Making","","1472-6947","10.1186/s12911-020-01332-6","https://bmcmedinformdecismak.biomedcentral.com/articles/10.1186/s12911-020-01332-6","Abstract                            Background               Explainability is one of the most heavily debated topics when it comes to the application of artificial intelligence (AI) in healthcare. Even though AI-driven systems have been shown to outperform humans in certain analytical tasks, the lack of explainability continues to spark criticism. Yet, explainability is not a purely technological issue, instead it invokes a host of medical, legal, ethical, and societal questions that require thorough exploration. This paper provides a comprehensive assessment of the role of explainability in medical AI and makes an ethical evaluation of what explainability means for the adoption of AI-driven tools into clinical practice.                                         Methods               Taking AI-based clinical decision support systems as a case in point, we adopted a multidisciplinary approach to analyze the relevance of explainability for medical AI from the technological, legal, medical, and patient perspectives. Drawing on the findings of this conceptual analysis, we then conducted an ethical assessment using the “Principles of Biomedical Ethics” by Beauchamp and Childress (autonomy, beneficence, nonmaleficence, and justice) as an analytical framework to determine the need for explainability in medical AI.                                         Results               Each of the domains highlights a different set of core considerations and values that are relevant for understanding the role of explainability in clinical practice. From the technological point of view, explainability has to be considered both in terms how it can be achieved and what is beneficial from a development perspective. When looking at the legal perspective we identified informed consent, certification and approval as medical devices, and liability as core touchpoints for explainability. Both the medical and patient perspectives emphasize the importance of considering the interplay between human actors and medical AI. We conclude that omitting explainability in clinical decision support systems poses a threat to core ethical values in medicine and may have detrimental consequences for individual and public health.                                         Conclusions               To ensure that medical AI lives up to its promises, there is a need to sensitize developers, healthcare professionals, and legislators to the challenges and limitations of opaque algorithms in medical AI and to foster multidisciplinary collaboration moving forward.","2020-12","2023-01-17 18:34:40","2023-01-17 18:34:40","2023-01-17 18:34:40","310","","1","20","","BMC Med Inform Decis Mak","Explainability for artificial intelligence in healthcare","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/eragon/Zotero/storage/867RVLHC/the Precise4Q consortium et al. - 2020 - Explainability for artificial intelligence in heal.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SGWD5K4Z","preprint","2018","Yu, Han; Shen, Zhiqi; Miao, Chunyan; Leung, Cyril; Lesser, Victor R.; Yang, Qiang","Building Ethics into Artificial Intelligence","","","","10.48550/arXiv.1812.02953","http://arxiv.org/abs/1812.02953","As artificial intelligence (AI) systems become increasingly ubiquitous, the topic of AI governance for ethical decision-making by AI has captured public imagination. Within the AI research community, this topic remains less familiar to many researchers. In this paper, we complement existing surveys, which largely focused on the psychological, social and legal discussions of the topic, with an analysis of recent advances in technical solutions for AI governance. By reviewing publications in leading AI conferences including AAAI, AAMAS, ECAI and IJCAI, we propose a taxonomy which divides the field into four areas: 1) exploring ethical dilemmas; 2) individual ethical decision frameworks; 3) collective ethical decision frameworks; and 4) ethics in human-AI interactions. We highlight the intuitions and key techniques used in each approach, and discuss promising future research directions towards successful integration of ethical AI systems into human societies.","2018-12-07","2023-01-17 18:36:59","2023-01-17 18:36:59","2023-01-17 18:36:59","","","","","","","","","","","","arXiv","","","","","","","arXiv.org","","arXiv:1812.02953 [cs]","","/Users/eragon/Zotero/storage/XXVPFSPV/Yu et al. - 2018 - Building Ethics into Artificial Intelligence.pdf","","","Computer Science - Artificial Intelligence","","","","","","","","","","","","","","","","","","","arXiv:1812.02953","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MWL4J46R","preprint","2020","Das, Arun; Rad, Paul","Opportunities and Challenges in Explainable Artificial Intelligence (XAI): A Survey","","","","10.48550/arXiv.2006.11371","http://arxiv.org/abs/2006.11371","Nowadays, deep neural networks are widely used in mission critical systems such as healthcare, self-driving vehicles, and military which have direct impact on human lives. However, the black-box nature of deep neural networks challenges its use in mission critical applications, raising ethical and judicial concerns inducing lack of trust. Explainable Artificial Intelligence (XAI) is a field of Artificial Intelligence (AI) that promotes a set of tools, techniques, and algorithms that can generate high-quality interpretable, intuitive, human-understandable explanations of AI decisions. In addition to providing a holistic view of the current XAI landscape in deep learning, this paper provides mathematical summaries of seminal work. We start by proposing a taxonomy and categorizing the XAI techniques based on their scope of explanations, methodology behind the algorithms, and explanation level or usage which helps build trustworthy, interpretable, and self-explanatory deep learning models. We then describe the main principles used in XAI research and present the historical timeline for landmark studies in XAI from 2007 to 2020. After explaining each category of algorithms and approaches in detail, we then evaluate the explanation maps generated by eight XAI algorithms on image data, discuss the limitations of this approach, and provide potential future directions to improve XAI evaluation.","2020-06-22","2023-01-17 18:37:28","2023-01-17 18:37:28","2023-01-17 18:37:28","","","","","","","Opportunities and Challenges in Explainable Artificial Intelligence (XAI)","","","","","arXiv","","","","","","","arXiv.org","","arXiv:2006.11371 [cs]","","/Users/eragon/Zotero/storage/24NF7HV4/Das and Rad - 2020 - Opportunities and Challenges in Explainable Artifi.pdf","","","Computer Science - Computer Vision and Pattern Recognition; Computer Science - Artificial Intelligence; Computer Science - Machine Learning","","","","","","","","","","","","","","","","","","","arXiv:2006.11371","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"U2FFMRAC","journalArticle","2022","Ayling, Jacqui; Chapman, Adriane","Putting AI ethics to work: are the tools fit for purpose?","AI and Ethics","","2730-5961","10.1007/s43681-021-00084-x","https://doi.org/10.1007/s43681-021-00084-x","Bias, unfairness and lack of transparency and accountability in Artificial Intelligence (AI) systems, and the potential for the misuse of predictive models for decision-making have raised concerns about the ethical impact and unintended consequences of new technologies for society across every sector where data-driven innovation is taking place. This paper reviews the landscape of suggested ethical frameworks with a focus on those which go beyond high-level statements of principles and offer practical tools for application of these principles in the production and deployment of systems. This work provides an assessment of these practical frameworks with the lens of known best practices for impact assessment and audit of technology. We review other historical uses of risk assessments and audits and create a typology that allows us to compare current AI ethics tools to Best Practices found in previous methodologies from technology, environment, privacy, finance and engineering. We analyse current AI ethics tools and their support for diverse stakeholders and components of the AI development and deployment lifecycle as well as the types of tools used to facilitate use. From this, we identify gaps in current AI ethics tools in auditing and risk assessment that should be considered going forward.","2022-08-01","2023-01-17 18:37:47","2023-01-17 18:37:47","2023-01-17 18:37:47","405-429","","3","2","","AI Ethics","Putting AI ethics to work","","","","","","","en","","","","","Springer Link","","","","/Users/eragon/Zotero/storage/3C6HKMTW/Ayling and Chapman - 2022 - Putting AI ethics to work are the tools fit for p.pdf","","","AI; Audit; Ethics; Impact assessment","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"XFAMVYG6","journalArticle","2020","Morley, Jessica; Machado, Caio C.V.; Burr, Christopher; Cowls, Josh; Joshi, Indra; Taddeo, Mariarosaria; Floridi, Luciano","The ethics of AI in health care: A mapping review","Social Science & Medicine","","02779536","10.1016/j.socscimed.2020.113172","https://linkinghub.elsevier.com/retrieve/pii/S0277953620303919","This article presents a mapping review of the literature concerning the ethics of artificial intelligence (AI) in health care. The goal of this review is to summarise current debates and identify open questions for future research. Five literature databases were searched to support the following research question: how can the primary ethical risks presented by AI-health be categorised, and what issues must policymakers, regulators and developers consider in order to be ‘ethically mindful? A series of screening stages were carried out—for example, removing articles that focused on digital health in general (e.g. data sharing, data access, data privacy, surveillance/nudging, consent, ownership of health data, evidence of efficacy)—yielding a total of 156 papers that were included in the review.","2020-09","2023-01-17 18:38:17","2023-01-17 18:38:18","2023-01-17 18:38:17","113172","","","260","","Social Science & Medicine","The ethics of AI in health care","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/eragon/Zotero/storage/KKP8B7T8/Morley et al. - 2020 - The ethics of AI in health care A mapping review.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MHG4WU8V","journalArticle","2019","Mittelstadt, Brent","Principles alone cannot guarantee ethical AI","Nature Machine Intelligence","","2522-5839","10.1038/s42256-019-0114-4","https://www.nature.com/articles/s42256-019-0114-4","","2019-11-04","2023-01-17 18:38:24","2023-01-17 18:38:24","2023-01-17 18:38:24","501-507","","11","1","","Nat Mach Intell","","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/eragon/Zotero/storage/GGNRTJLZ/Mittelstadt - 2019 - Principles alone cannot guarantee ethical AI.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3CG2A5IR","conferencePaper","2020","Zhou, Jianlong; Chen, Fang; Berry, Adam; Reed, Mike; Zhang, Shujia; Savage, Siobhan","A Survey on Ethical Principles of AI and Implementations","2020 IEEE Symposium Series on Computational Intelligence (SSCI)","978-1-72812-547-3","","10.1109/SSCI47803.2020.9308437","https://ieeexplore.ieee.org/document/9308437/","AI has powerful capabilities in prediction, automation, planning, targeting, and personalisation. Generally, it is assumed that AI can enable machines to exhibit human-like intelligence, and is claimed to benefit to different areas of our lives. Since AI is fueled by data and is a distinct form of autonomous and self-learning agency, we are seeing increasing ethical concerns related to AI uses. In order to mitigate various ethical concerns, national and international organisations including governmental organisations, private sectors as well as research institutes have made extensive efforts by drafting ethical principles of AI, and having active discussions on ethics of AI within and beyond the AI community. This paper investigates these efforts with a focus on the identification of fundamental ethical principles of AI and their implementations. The review found that there is a convergence around limited principles and the most prevalent principles are transparency, justice and fairness, responsibility, non-maleficence, and privacy. The investigation suggests that ethical principles need to be combined with every stages of the AI lifecycle in the implementation to ensure that the AI system is designed, implemented and deployed in an ethical manner. Similar to ethical framework used in biomedical and clinical research, this paper suggests checklist-style questionnaires as benchmarks for the implementation of ethical principles of AI.","2020-12-01","2023-01-17 18:38:51","2023-01-17 18:38:51","2023-01-17 18:38:51","3010-3017","","","","","","","","","","","IEEE","Canberra, ACT, Australia","en","","","","","DOI.org (Crossref)","","","","/Users/eragon/Zotero/storage/T2RRCCHF/Zhou et al. - 2020 - A Survey on Ethical Principles of AI and Implement.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2020 IEEE Symposium Series on Computational Intelligence (SSCI)","","","","","","","","","","","","","","",""
"CGJ6BXKP","webpage","","","Ethical Principles and Governance Technology Development of AI in China | Elsevier Enhanced Reader","","","","","https://reader.elsevier.com/reader/sd/pii/S2095809920300011?token=BCF6223A379F2D2FFF8ED1953A89610B058E50DB52EACA96871713C72D2CF4A6B61BE11552799F45A55E826D0A6575EF&originRegion=eu-west-1&originCreation=20230117183919","","","2023-01-17 18:39:23","2023-01-17 18:39:23","2023-01-17 18:39:23","","","","","","","","","","","","","","en","","","","","","","DOI: 10.1016/j.eng.2019.12.015","","/Users/eragon/Zotero/storage/DKV768WF/Ethical Principles and Governance Technology Devel.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"TLPPPVNX","conferencePaper","2022","Birhane, Abeba; Ruane, Elayne; Laurent, Thomas; S. Brown, Matthew; Flowers, Johnathan; Ventresque, Anthony; L. Dancy, Christopher","The Forgotten Margins of AI Ethics","2022 ACM Conference on Fairness, Accountability, and Transparency","978-1-4503-9352-2","","10.1145/3531146.3533157","https://dl.acm.org/doi/10.1145/3531146.3533157","","2022-06-21","2023-01-17 18:39:55","2023-01-17 18:39:55","2023-01-17 18:39:55","948-958","","","","","","","","","","","ACM","Seoul Republic of Korea","en","","","","","DOI.org (Crossref)","","","","/Users/eragon/Zotero/storage/BMVP5KFZ/Birhane et al. - 2022 - The Forgotten Margins of AI Ethics.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","FAccT '22: 2022 ACM Conference on Fairness, Accountability, and Transparency","","","","","","","","","","","","","","",""
"5B6SJKSN","journalArticle","2021","Lillywhite, Aspen; Wolbring, Gregor","Coverage of ethics within the artificial intelligence and machine learning academic literature: The case of disabled people","Assistive Technology","","1040-0435, 1949-3614","10.1080/10400435.2019.1593259","https://www.tandfonline.com/doi/full/10.1080/10400435.2019.1593259","Disabled people are often the anticipated users of scientific and technological products and processes advanced and enabled by artificial intelligence (AI) and machine learning (ML). Disabled people are also impacted by societal impacts of AI/ML. Many ethical issues are identified within AI/ML as fields and within individual applications of AI/ML. At the same time, problems have been identified in how ethics discourses engage with disabled people. The aim of our scoping review was to better understand to what extent and how the AI/ML focused academic literature engaged with the ethics of AI/ML in relation to disabled people. Of the n = 1659 abstracts engaging with AI/ML and ethics downloaded from Scopus (which includes all Medline articles) and the 70 databases of EBSCO ALL, we found 54 relevant abstracts using the term “patient” and 11 relevant abstracts mentioning terms linked to “impair*”, “disab*” and “deaf”. Our study suggests a gap in the literature that should be filled given the many AI/ML related ethical issues identified in the literature and their impact on disabled people.","2021-05-04","2023-01-17 18:40:13","2023-01-17 18:40:15","2023-01-17 18:40:13","129-135","","3","33","","Assistive Technology","Coverage of ethics within the artificial intelligence and machine learning academic literature","","","","","","","en","","","","","DOI.org (Crossref)","","","","/Users/eragon/Zotero/storage/JVXBDRJB/Lillywhite and Wolbring - 2021 - Coverage of ethics within the artificial intellige.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"K2Y4V7S6","conferencePaper","2011","Torralba, Antonio; Efros, Alexei A.","Unbiased look at dataset bias","CVPR 2011","978-1-4577-0394-2","","10.1109/CVPR.2011.5995347","http://ieeexplore.ieee.org/document/5995347/","","2011-06","2023-01-18 15:19:46","2023-01-18 15:19:46","2023-01-18 15:19:46","1521-1528","","","","","","","","","","","IEEE","Colorado Springs, CO, USA","","","","","","DOI.org (Crossref)","","","","/Users/eragon/Zotero/storage/V9N3FX2F/Torralba and Efros - 2011 - Unbiased look at dataset bias.pdf","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","2011 IEEE Conference on Computer Vision and Pattern Recognition (CVPR)","","","","","","","","","","","","","","",""
